0.0	3.84E8
61408.199740584525	3.839999951334411E8
122816.39792467623	3.839999805337645E8
184224.59299578232	3.839999562009706E8
245632.78339741015	3.8399992213506E8
307040.9675730672	3.839998783360337E8
368449.14396626095	3.8399982480389273E8
429857.31102049927	3.8399976153863853E8
491265.46717929025	3.839996885402727E8
552673.6108861422	3.839996058087972E8
614081.740584564	3.8399951334421414E8
675489.8547180647	3.839994111465259E8
736897.9517301536	3.8399929921573526E8
798306.030064341	3.83999177551845E8
859714.0881641373	3.8399904615485835E8
921122.1244730535	3.839989050247787E8
982530.1374346013	3.8399875416160977E8
1043938.125492293	3.839985935653554E8
1105346.0870896417	3.839984232360199E8
1166754.020670161	3.839982431736076E8
1228161.9246773652	3.839980533781232E8
1289569.7975547698	3.839978538495717E8
1350977.6377458908	3.839976445879582E8
1412385.4436942453	3.8399742559328824E8
1473793.2138433512	3.8399719686556745E8
1535200.9466367275	3.8399695840480185E8
1596608.6405178944	3.839967102109976E8
1658016.2939303727	3.8399645228416115E8
1719423.9053176844	3.839961846242992E8
1780831.473123353	3.839959072314188E8
1842238.995790903	3.839956201055271E8
1903646.4717638602	3.8399532324663156E8
1965053.8994857513	3.8399501665474E8
2026461.2774001048	3.8399470032986027E8
2087868.6039504504	3.839943742720007E8
2149275.8775803195	3.839940384811697E8
2210683.096733244	3.8399369295737606E8
2272090.2598527586	3.839933377006288E8
2333497.3653823985	3.8399297271093714E8
2394904.4117657007	3.839925979883106E8
2456311.3974462044	3.8399221353275883E8
2517718.3208674495	3.83991819344292E8
2579125.180472979	3.839914154229202E8
2640531.974706336	3.839910017686541E8
2701938.702011066	3.8399057838150436E8
2763345.3608307173	3.83990145261482E8
2824751.9496088387	3.8398970240859836E8
2886158.4667889816	3.8398924982286495E8
2947564.9108146997	3.839887875042935E8
3008971.2801295477	3.8398831545289606E8
3070377.5731770834	3.8398783366868496E8
3131783.7884008656	3.8398734215167266E8
3193189.9242444565	3.8398684090187204E8
3254595.9791514194	3.839863299192961E8
3316001.95156532	3.8398580920395815E8
3377407.8399297274	3.839852787558717E8
3438813.642688211	3.8398473857505065E8
3500219.3582843444	3.83984188661509E8
3561624.9851617026	3.8398362901526105E8
3623030.521763863	3.8398305963632137E8
3684435.966534406	3.839824805247048E8
3745841.317916914	3.839818916804264E8
3807246.574354972	3.8398129310350156E8
3868651.734292169	3.839806847939457E8
3930056.7961720945	3.8398006675177485E8
3991461.7584383413	3.8397943897700495E8
4052866.619534506	3.839788014696524E8
4114271.3779041865	3.8397815422973377E8
4175676.031990985	3.839774972572659E8
4237080.580238505	3.8397683055226594E8
4298485.021090355	3.839761541147512E8
4359889.352990143	3.839754679447393E8
4421293.574381484	3.839747720422481E8
4482697.683707993	3.8397406640729564E8
4544101.67941329	3.839733510399004E8
4605505.559940997	3.8397262594008094E8
4666909.323734739	3.8397189110785615E8
4728312.969238145	3.8397114654324514E8
4789716.494894848	3.839703922462673E8
4851119.899148482	3.8396962821694225E8
4912523.180442685	3.839688544552899E8
4973926.337221101	3.8396807096133035E8
5035329.367927373	3.8396727773508406E8
5096732.271005152	3.839664747765716E8
5158135.044898088	3.839656620858139E8
5219537.688049838	3.839648396628321E8
5280940.198904061	3.8396400750764763E8
5342342.57590442	3.839631656202821E8
5403744.817494581	3.839623140007575E8
5465146.922118217	3.8396145264909595E8
5526548.888218999	3.8396058156531984E8
5587950.714240606	3.839597007494519E8
5649352.3986267205	3.83958810201515E8
5710753.939821027	3.839579099215324E8
5772155.336267216	3.839569999095274E8
5833556.586408981	3.839560801655238E8
5894957.688690019	3.839551506895455E8
5956358.6415540315	3.839542114816167E8
6017759.443444724	3.839532625417618E8
6079160.0928058075	3.8395230387000555E8
6140560.588080995	3.839513354663729E8
6201960.927714004	3.8395035733088905E8
6263361.110148558	3.839493694635794E8
6324761.133828384	3.8394837186446977E8
6386160.997197212	3.83947364533586E8
6447560.698698778	3.839463474709544E8
6508960.236776822	3.839453206766014E8
